real_date,prod_1,prod_2,prod_3,prod_4,prod_5,prod_6,prod_7,prod_8,prod_9,prod_10,prod_11,prod_12,prod_13,prod_14,prod_15
1/26/2015,59,42,115,38,28,214,68,69,117,22,128,60,61,49,240
1/27/2015,51,34,92,27,22,198,62,58,109,25,117,63,53,43,180
1/28/2015,54,38,81,34,23,193,49,58,95,21,103,55,57,43,180
1/29/2015,40,35,69,28,19,171,53,41,89,17,97,43,52,42,156
1/30/2015,51,38,82,33,20,215,75,54,111,26,112,48,60,42,231
1/31/2015,83,66,130,52,41,315,110,97,231,38,159,83,85,77,389
2/1/2015,105,97,258,56,60,402,130,133,272,45,229,103,129,88,498
2/2/2015,70,61,129,43,38,303,101,87,192,37,173,75,91,63,283
2/3/2015,55,52,221,35,29,269,91,82,175,28,136,50,74,46,246
2/4/2015,55,44,94,38,34,248,76,70,141,30,110,63,58,50,238
2/5/2015,48,37,65,32,22,199,69,53,125,21,111,53,49,47,229
2/6/2015,53,43,61,34,23,181,68,46,98,25,103,51,53,47,250
2/7/2015,75,67,99,43,32,256,107,76,172,35,138,69,81,59,309
2/8/2015,84,76,155,58,37,276,99,91,190,36,180,72,90,59,340
2/9/2015,59,49,97,92,30,203,83,65,112,26,112,57,69,61,267
2/10/2015,51,38,82,42,24,198,79,49,108,25,115,54,57,41,225
2/11/2015,52,41,60,34,23,187,68,46,105,26,105,52,55,44,197
2/12/2015,43,37,58,31,18,175,64,43,83,21,115,50,55,46,201
2/13/2015,54,42,51,51,25,273,78,42,172,33,128,47,50,43,247
2/14/2015,65,51,81,48,31,258,95,68,167,28,131,54,78,42,303
2/15/2015,53,41,55,43,21,190,70,54,120,21,95,49,59,39,211
2/16/2015,57,39,60,36,22,187,59,44,103,25,102,48,65,39,216
2/17/2015,68,50,101,40,29,219,59,63,114,21,123,58,79,51,229
2/18/2015,69,48,90,48,32,238,86,68,137,32,150,57,77,62,271
2/19/2015,55,40,73,37,26,232,71,48,123,29,144,63,72,47,192
2/20/2015,64,51,75,40,28,240,68,50,114,27,131,58,72,46,267
2/21/2015,79,54,110,49,33,269,94,74,150,36,212,77,77,75,346
2/22/2015,102,78,203,57,53,322,91,99,196,37,202,94,113,92,464
2/23/2015,64,45,116,38,31,230,82,52,129,28,155,50,83,62,272
2/24/2015,52,40,83,32,30,219,72,52,113,26,135,48,60,61,272
2/25/2015,55,42,70,31,25,193,59,52,99,24,115,54,54,53,272
2/26/2015,44,37,65,25,22,160,61,34,85,25,88,54,58,42,220
2/27/2015,56,45,47,51,23,192,61,49,102,29,112,49,69,38,293
2/28/2015,88,67,91,56,44,275,106,89,194,41,135,78,95,68,511
3/1/2015,119,97,173,69,66,398,111,125,269,55,191,101,153,89,732
3/2/2015,74,62,96,46,45,274,84,75,176,40,159,75,88,64,391
3/3/2015,59,56,69,41,35,273,81,74,183,38,118,72,80,65,345
3/4/2015,66,51,57,36,33,257,72,61,190,41,109,59,71,56,308
3/5/2015,55,40,58,38,28,197,66,49,129,34,119,64,69,57,315
3/6/2015,59,41,52,42,26,191,56,47,106,32,122,60,54,62,297
3/7/2015,85,74,109,52,45,273,96,93,180,38,135,72,93,60,519
3/8/2015,91,75,152,54,44,279,86,83,200,39,141,102,107,78,645
3/9/2015,72,51,68,42,33,234,68,62,142,42,113,70,82,58,377
3/10/2015,61,57,62,40,28,198,66,57,127,37,102,62,75,51,328
3/11/2015,62,47,74,32,30,192,50,44,112,30,116,50,56,46,298
3/12/2015,51,42,54,38,32,159,47,38,90,26,108,55,65,43,273
3/13/2015,57,40,41,36,26,177,52,47,102,29,90,52,62,55,283
3/14/2015,92,60,96,49,45,261,94,89,175,34,132,69,83,61,499
3/15/2015,96,79,127,55,56,279,99,81,188,35,167,91,113,80,588
3/16/2015,63,45,80,40,36,227,71,67,126,28,130,73,76,64,367
3/17/2015,54,47,64,37,34,189,64,49,104,31,114,60,74,46,280
3/18/2015,61,40,58,35,31,177,53,38,100,25,113,55,69,52,238
3/19/2015,48,34,47,31,28,177,59,38,81,25,90,54,62,44,196
3/20/2015,60,47,50,37,27,287,68,50,167,29,110,54,59,143,218
3/21/2015,86,68,84,49,43,281,93,76,191,34,128,68,92,58,332
3/22/2015,102,72,124,61,53,309,91,77,215,34,145,89,106,71,375
3/23/2015,62,47,75,40,35,245,85,62,129,29,132,78,75,53,259
3/24/2015,52,40,68,37,29,219,67,46,110,26,97,65,62,42,192
3/25/2015,59,49,45,36,30,208,70,56,108,29,107,54,59,43,178
3/26/2015,47,34,41,46,30,170,52,42,88,43,92,48,65,38,162
3/27/2015,54,40,54,36,31,197,61,41,92,46,85,55,59,47,219
3/28/2015,83,62,87,49,40,273,82,74,167,32,141,79,88,52,317
3/29/2015,92,73,111,79,56,324,95,90,209,32,160,83,106,62,361
3/30/2015,55,47,67,34,32,242,68,53,141,28,121,69,75,56,232
3/31/2015,56,45,57,40,31,259,81,59,147,40,118,50,68,47,198
4/1/2015,72,77,44,47,35,309,101,76,200,45,123,81,77,57,225
4/2/2015,60,64,48,46,34,269,88,66,166,38,105,54,69,42,199
4/3/2015,64,58,56,39,29,240,71,57,162,27,98,59,80,50,231
4/4/2015,77,76,72,55,40,325,101,88,221,35,148,86,97,68,354
4/5/2015,85,80,124,65,49,341,91,81,208,32,149,89,114,76,392
4/6/2015,61,56,85,44,39,285,83,58,166,35,136,78,82,61,244
4/7/2015,54,45,526,39,30,237,66,60,152,29,121,70,70,51,241
4/8/2015,58,40,80,86,29,221,63,49,123,33,117,63,73,56,183
4/9/2015,42,44,42,46,25,201,49,72,100,30,103,44,64,35,175
4/10/2015,47,46,59,36,24,205,55,62,97,29,110,48,61,34,197
4/11/2015,70,72,85,54,36,272,77,95,157,29,158,55,83,49,285
4/12/2015,81,94,112,54,44,306,81,110,185,37,163,75,118,77,379
4/13/2015,59,56,60,39,31,220,61,77,130,23,142,62,76,45,208
4/14/2015,44,52,52,37,28,196,52,74,123,27,117,40,61,41,189
4/15/2015,55,54,59,39,27,215,58,60,115,48,105,49,69,50,171
4/16/2015,54,53,72,39,24,214,60,70,124,28,120,47,64,41,155
4/17/2015,58,53,53,37,30,221,59,54,110,31,132,52,55,58,194
4/18/2015,80,79,81,48,37,296,79,91,194,30,166,63,83,61,315
4/19/2015,100,88,118,60,53,323,88,104,181,36,193,75,114,72,331
4/20/2015,70,53,79,39,42,250,69,70,122,31,126,60,77,52,219
4/21/2015,54,51,54,38,28,196,64,61,110,28,126,51,65,49,171
4/22/2015,59,48,49,39,26,239,53,52,100,24,129,53,60,40,191
4/23/2015,47,40,43,41,23,185,54,53,93,22,112,41,71,35,166
4/24/2015,53,45,45,36,26,182,52,61,90,26,105,45,56,44,212
4/25/2015,74,70,77,46,32,247,72,85,142,31,142,57,80,49,258
4/26/2015,86,78,101,53,41,297,78,103,154,31,184,66,106,63,315
4/27/2015,60,47,56,43,30,197,56,64,107,26,131,60,62,48,191
4/28/2015,47,76,44,32,22,181,57,61,95,23,111,41,61,42,161
4/29/2015,52,83,47,38,25,174,43,47,89,23,101,46,51,49,172
4/30/2015,73,42,45,45,24,176,57,49,99,29,101,51,62,47,168
5/1/2015,81,78,93,52,45,295,88,79,183,44,140,68,93,59,300
5/2/2015,88,78,106,58,50,319,100,95,210,36,156,72,95,61,345
5/3/2015,99,84,173,68,62,335,104,90,225,42,194,104,115,89,412
5/4/2015,77,61,101,53,46,255,84,67,153,33,168,78,82,66,231
5/5/2015,60,58,97,43,38,235,68,59,144,33,138,69,76,60,261
5/6/2015,65,52,90,54,35,217,62,57,121,30,135,66,75,59,202
5/7/2015,44,41,68,43,27,173,54,47,107,27,124,64,61,59,200
5/8/2015,55,45,62,38,27,204,58,45,97,36,88,45,65,53,193
5/9/2015,91,71,154,57,43,265,90,68,166,36,138,59,84,56,313
5/10/2015,66,52,222,47,43,207,71,60,153,23,130,60,95,70,284
5/11/2015,59,50,167,46,38,224,64,63,126,25,167,62,83,58,279
5/12/2015,53,44,178,36,30,183,59,54,109,25,137,52,82,46,203
5/13/2015,53,39,101,34,29,178,49,44,96,21,107,49,61,49,173
5/14/2015,43,38,109,37,29,149,45,38,84,19,102,45,59,45,139
5/15/2015,53,45,96,39,26,192,55,44,101,49,107,46,64,45,220
5/16/2015,88,70,155,61,48,268,85,77,179,36,161,74,92,59,316
5/17/2015,96,81,264,66,66,313,86,98,217,36,210,98,129,84,391
5/18/2015,60,46,122,43,37,203,66,54,124,29,141,61,77,57,211
5/19/2015,49,43,161,39,31,182,51,41,103,25,126,50,64,52,202
5/20/2015,60,46,85,38,35,205,51,44,97,22,120,53,63,54,203
5/21/2015,41,40,79,37,25,179,50,40,88,23,114,39,54,39,156
5/22/2015,53,39,68,32,29,171,49,43,90,25,86,42,59,32,227
5/23/2015,74,61,118,58,41,254,84,73,160,33,136,60,95,53,283
5/24/2015,88,73,210,62,54,290,83,88,190,38,192,73,137,72,359
5/25/2015,55,46,103,38,35,202,66,53,112,26,126,56,76,44,226
5/26/2015,53,38,83,46,28,173,59,45,92,27,126,43,64,45,167
5/27/2015,50,40,79,41,28,179,47,43,89,29,102,39,57,39,157
5/28/2015,41,33,65,32,26,156,48,36,82,21,102,40,66,35,136
5/29/2015,54,43,409,40,30,214,58,43,110,32,105,41,74,45,198
5/30/2015,78,81,163,57,49,318,103,103,215,43,163,75,110,60,356
5/31/2015,99,98,365,79,76,372,107,108,244,42,208,93,127,86,441
6/1/2015,70,60,121,50,44,279,96,71,171,35,160,67,77,55,264
6/2/2015,63,53,121,45,40,262,80,71,163,33,125,52,58,47,234
6/3/2015,63,52,99,43,47,234,67,59,131,38,134,45,60,49,195
6/4/2015,52,46,88,36,29,193,61,48,105,32,127,40,60,43,155
6/5/2015,54,49,80,39,26,181,58,41,98,39,98,44,66,43,209
6/6/2015,78,70,131,55,42,252,93,81,160,35,145,63,94,49,319
6/7/2015,94,86,430,69,60,307,87,99,199,40,195,167,129,169,389
6/8/2015,58,53,128,47,41,223,63,60,121,28,149,62,90,62,235
6/9/2015,54,43,84,44,30,199,55,49,95,33,118,43,80,42,185
6/10/2015,58,43,82,49,28,181,49,50,83,26,115,46,70,44,165
6/11/2015,42,31,57,31,21,138,44,33,63,22,86,36,63,36,144
6/12/2015,46,35,71,45,26,180,46,42,72,24,103,37,64,32,205
6/13/2015,72,57,111,46,36,238,76,73,128,33,135,63,84,44,280
6/14/2015,85,71,248,52,57,280,73,80,148,34,180,79,113,70,311
6/15/2015,66,38,124,35,35,207,69,54,101,28,140,60,87,51,199
6/16/2015,55,46,106,40,37,218,59,61,102,32,129,60,66,49,197
6/17/2015,59,45,92,31,29,203,55,43,78,29,107,51,56,40,182
6/18/2015,53,35,82,28,27,151,54,38,66,22,98,44,56,37,171
6/19/2015,59,42,247,40,30,175,49,39,77,24,110,52,61,41,215
6/20/2015,93,64,126,55,39,261,90,70,136,31,133,70,82,58,273
6/21/2015,76,55,191,41,37,221,64,68,120,27,154,70,96,56,262
6/22/2015,62,51,134,47,35,217,71,62,108,25,143,61,83,63,230
6/23/2015,61,42,98,37,37,205,63,48,90,26,129,59,74,46,185
6/24/2015,63,42,78,35,28,181,63,42,77,25,114,49,66,42,156
6/25/2015,44,38,70,25,26,159,50,36,69,22,101,41,64,35,142
6/26/2015,49,41,53,32,23,172,52,44,65,35,100,44,66,33,160
6/27/2015,79,63,115,47,38,261,89,69,119,30,131,57,89,46,268
6/28/2015,88,73,217,55,54,298,90,85,141,35,189,87,119,77,320
6/29/2015,60,42,110,36,30,194,59,48,91,25,153,53,70,49,223
6/30/2015,50,48,287,38,31,216,88,70,116,34,136,62,79,52,181
7/1/2015,75,65,98,48,42,292,111,77,155,46,147,54,91,46,216
7/2/2015,51,55,89,38,31,236,83,59,109,34,147,47,73,55,187
7/3/2015,61,63,63,38,33,232,78,57,102,32,141,40,91,41,225
7/4/2015,83,89,544,63,47,311,111,100,166,46,175,64,99,51,321
7/5/2015,84,94,162,63,49,286,93,94,167,46,205,70,121,59,298
7/6/2015,67,67,128,55,35,221,64,77,127,36,252,61,93,51,279
7/7/2015,54,55,91,40,31,207,43,61,109,29,169,37,89,36,197
7/8/2015,67,59,67,38,36,225,30,51,88,31,165,46,82,40,173
7/9/2015,49,50,67,39,29,190,18,45,87,25,137,42,68,44,161
7/10/2015,50,52,71,56,34,185,21,44,78,29,123,38,66,36,168
7/11/2015,69,61,87,44,36,236,55,70,122,35,234,60,87,48,257
7/12/2015,85,76,185,59,47,261,66,90,147,39,188,68,123,51,261
7/13/2015,56,49,104,40,33,213,60,50,98,29,137,49,79,36,182
7/14/2015,48,45,69,34,28,180,55,52,90,25,148,44,70,37,163
7/15/2015,55,46,76,37,27,194,57,55,95,38,145,40,67,39,155
7/16/2015,45,45,88,34,25,176,59,42,93,26,134,37,69,32,142
7/17/2015,53,46,55,40,27,181,63,44,80,28,110,39,69,33,213
7/18/2015,76,73,107,52,32,240,88,80,129,34,160,50,81,40,230
7/19/2015,85,77,179,60,43,266,80,80,129,38,163,58,128,55,279
7/20/2015,63,60,103,45,32,211,75,58,107,31,168,50,86,45,217
7/21/2015,49,47,77,42,29,179,57,54,91,28,153,41,64,28,189
7/22/2015,50,48,68,39,24,177,48,40,80,29,128,38,57,32,157
7/23/2015,45,44,64,34,23,162,58,39,76,27,96,48,60,36,140
7/24/2015,50,52,43,40,26,171,56,43,70,31,99,40,64,35,169
7/25/2015,67,66,76,51,33,218,86,76,112,39,115,49,86,43,284
7/26/2015,71,70,170,50,40,239,75,91,130,35,131,61,98,52,308
7/27/2015,57,48,131,47,32,180,69,56,87,33,122,57,81,51,204
7/28/2015,48,43,72,35,27,172,58,48,83,30,126,43,71,42,177
7/29/2015,46,42,55,33,26,170,49,45,75,29,108,46,63,36,181
7/30/2015,40,41,50,35,22,155,57,41,79,33,79,35,56,34,147
7/31/2015,56,56,53,47,27,190,68,58,97,42,106,41,77,37,182
8/1/2015,83,114,121,68,51,313,120,120,197,53,145,59,110,56,342
8/2/2015,83,112,191,66,55,339,108,113,173,47,250,71,133,54,337
8/3/2015,65,86,116,50,42,260,90,78,155,45,115,66,89,54,271
8/4/2015,51,74,91,54,32,235,75,71,123,40,179,50,89,38,250
8/5/2015,59,55,84,42,31,222,64,60,109,35,104,39,74,36,187
8/6/2015,42,44,63,40,26,163,59,52,85,34,93,42,65,34,160
8/7/2015,47,43,62,42,24,181,56,48,77,35,92,43,78,34,208
8/8/2015,59,54,80,51,33,227,81,79,115,42,124,49,87,37,249
8/9/2015,54,53,91,57,31,198,64,70,105,33,114,49,80,37,212
8/10/2015,71,65,127,49,34,242,66,71,122,33,120,55,105,46,265
8/11/2015,44,44,95,42,32,207,62,65,90,33,115,50,68,39,196
8/12/2015,54,49,83,35,29,208,55,51,81,36,100,36,70,38,189
8/13/2015,45,34,67,44,22,188,53,35,72,28,105,44,72,39,148
8/14/2015,54,53,76,45,36,220,69,44,81,32,98,48,76,42,184
8/15/2015,74,71,111,59,43,295,105,75,126,45,129,60,100,52,269
8/16/2015,71,71,181,76,42,297,100,88,133,43,154,66,113,60,277
8/17/2015,58,49,110,46,37,229,75,70,94,41,118,52,80,46,188
8/18/2015,45,46,78,47,29,198,68,56,84,31,125,55,80,57,187
8/19/2015,45,46,76,40,26,196,57,51,72,35,92,39,70,39,170
8/20/2015,37,42,60,30,24,186,56,41,72,30,104,48,69,34,154
8/21/2015,51,49,56,37,28,184,60,34,69,33,152,43,71,35,152
8/22/2015,62,57,90,47,33,234,88,60,98,40,123,59,97,46,245
8/23/2015,66,61,189,50,39,261,83,72,114,38,145,63,122,53,255
8/24/2015,60,53,107,42,28,197,78,57,84,36,104,49,90,44,191
8/25/2015,45,44,91,44,28,184,66,48,67,33,117,55,81,51,171
8/26/2015,42,44,77,36,30,182,52,41,70,33,93,39,64,34,173
8/27/2015,37,37,70,35,24,156,54,35,54,38,107,38,68,35,110
8/28/2015,51,40,49,35,24,177,58,34,60,42,104,42,73,27,139
8/29/2015,69,70,110,55,37,251,94,68,117,40,134,60,100,54,184
8/30/2015,70,79,200,55,54,296,90,85,131,40,166,76,129,65,168
8/31/2015,57,61,136,50,40,239,87,71,108,39,153,72,101,54,115
9/1/2015,62,78,127,50,49,302,108,79,134,59,146,64,104,53,200
9/2/2015,61,67,121,46,47,255,87,64,108,37,140,53,89,48,221
9/3/2015,50,50,173,56,36,212,92,74,110,35,119,50,85,38,231
9/4/2015,51,53,174,38,31,200,99,62,98,53,100,38,87,26,212
9/5/2015,79,83,255,55,52,302,154,132,167,46,150,70,120,54,272
9/6/2015,91,94,400,67,69,336,143,127,195,48,195,76,152,73,363
9/7/2015,55,52,274,45,35,225,114,85,120,35,144,54,103,50,274
9/8/2015,40,45,206,37,35,204,120,94,111,34,139,49,90,36,193
9/9/2015,50,50,112,33,35,180,104,79,109,39,121,45,68,32,165
9/10/2015,39,40,106,29,27,162,98,57,86,32,98,43,64,28,147
9/11/2015,41,40,89,32,26,166,90,53,85,27,100,34,78,29,194
9/12/2015,65,65,153,48,45,259,201,79,163,37,137,52,104,42,319
9/13/2015,78,70,327,67,50,278,123,113,178,36,175,70,141,59,343
9/14/2015,48,45,214,43,35,208,97,85,111,29,121,46,103,45,203
9/15/2015,41,48,205,34,32,222,77,89,118,37,117,50,89,44,181
9/16/2015,49,60,276,37,29,226,76,79,111,36,122,42,88,39,206
9/17/2015,37,42,161,43,28,175,95,68,97,33,101,38,75,30,201
9/18/2015,42,50,125,33,24,182,151,62,93,28,88,38,76,32,183
9/19/2015,71,78,222,54,41,264,123,94,150,43,141,55,105,52,290
9/20/2015,80,83,372,54,56,281,125,100,166,36,177,75,146,63,369
9/21/2015,51,59,221,39,35,226,139,76,120,37,129,57,80,42,205
9/22/2015,42,47,235,34,26,197,114,67,97,34,106,42,80,38,166
9/23/2015,47,56,202,32,27,189,106,76,89,31,104,48,77,38,171
9/24/2015,36,47,140,34,26,152,56,48,77,32,102,57,66,28,146
9/25/2015,41,52,143,33,29,183,49,59,76,29,102,41,72,32,162
9/26/2015,69,71,200,45,40,243,83,97,132,33,148,48,105,43,272
9/27/2015,76,89,340,52,50,283,84,106,162,38,176,63,129,55,292
9/28/2015,46,54,231,37,32,188,57,77,107,33,154,47,88,40,184
9/29/2015,41,49,130,37,26,173,50,67,100,28,105,43,75,36,155
9/30/2015,47,61,202,40,31,192,66,73,120,32,114,35,72,37,138
10/1/2015,54,62,218,40,40,245,109,93,184,42,127,46,97,34,185
10/2/2015,52,59,147,46,36,238,92,87,147,37,97,45,92,29,191
10/3/2015,79,97,206,61,58,363,122,136,235,53,159,60,129,41,321
10/4/2015,91,101,281,67,70,376,122,145,244,52,171,81,152,61,353
10/5/2015,53,59,179,71,41,251,81,90,142,39,169,51,95,41,203
10/6/2015,43,47,174,36,44,211,81,72,127,34,118,37,84,38,152
10/7/2015,49,44,139,33,28,189,69,68,114,36,113,32,69,32,168
10/8/2015,41,36,114,48,24,152,59,52,86,29,97,30,67,37,139
10/9/2015,64,57,186,44,32,239,86,76,140,35,133,44,97,38,229
10/10/2015,65,52,205,43,35,236,86,91,151,42,146,43,96,36,240
10/11/2015,68,59,367,58,49,262,89,96,167,38,183,64,139,53,294
10/12/2015,46,43,242,37,34,206,72,63,113,29,129,45,86,38,200
10/13/2015,40,31,166,33,25,162,59,59,89,26,100,38,62,27,148
10/14/2015,47,41,167,41,30,214,63,55,89,34,110,43,70,38,122
10/15/2015,39,33,96,46,24,166,66,36,73,28,111,32,66,29,111
10/16/2015,48,47,91,34,23,186,77,38,84,45,111,40,81,30,154
10/17/2015,72,63,135,57,43,275,107,63,130,41,159,49,102,38,234
10/18/2015,78,69,229,61,56,298,103,66,150,46,184,73,127,61,279
10/19/2015,49,40,130,49,37,203,82,46,94,25,139,51,84,39,172
10/20/2015,44,44,110,33,28,199,69,34,86,33,150,42,68,35,196
10/21/2015,47,41,84,32,27,190,61,38,72,28,104,27,58,28,131
10/22/2015,36,36,76,29,25,167,61,28,66,33,120,32,68,36,124
10/23/2015,45,38,64,36,22,167,57,28,65,32,84,30,76,24,152
10/24/2015,63,56,117,41,33,240,92,56,107,32,137,45,94,35,236
10/25/2015,76,66,221,55,51,292,103,63,134,45,212,66,127,58,366
10/26/2015,52,39,159,34,28,192,71,42,83,26,136,36,72,31,164
10/27/2015,39,34,85,27,24,272,70,34,67,29,111,35,57,28,116
10/28/2015,43,37,79,29,23,165,53,35,63,27,85,26,45,29,122
10/29/2015,32,31,61,34,25,153,54,36,58,30,87,29,48,23,124
10/30/2015,45,35,70,43,31,183,76,34,82,35,98,26,58,21,134
10/31/2015,66,68,104,41,41,294,131,70,152,49,134,40,93,28,172
11/1/2015,55,62,107,54,39,237,107,67,127,37,110,38,87,36,179
11/2/2015,57,53,100,41,39,214,86,50,110,31,100,40,76,33,185
11/3/2015,70,83,223,55,73,306,104,74,156,43,139,63,105,52,272
11/4/2015,65,57,111,41,46,265,102,56,120,43,119,49,74,38,186
11/5/2015,45,45,92,33,35,207,82,43,94,27,79,36,63,32,126
11/6/2015,44,46,62,38,35,187,80,41,81,35,60,34,69,31,128
11/7/2015,74,71,117,52,58,272,118,66,134,38,57,50,78,35,230
11/8/2015,85,82,208,55,74,317,112,83,147,42,57,67,120,53,283
11/9/2015,53,47,129,36,39,191,77,42,88,32,38,48,65,40,169
11/10/2015,46,40,97,32,36,186,67,36,80,30,32,37,53,29,126
11/11/2015,47,38,79,33,34,173,60,38,74,30,72,36,59,36,131
11/12/2015,35,28,72,26,27,134,55,24,54,23,75,27,48,20,93
11/13/2015,51,36,66,28,33,173,70,36,66,32,96,28,60,27,135
11/14/2015,70,53,114,46,49,228,102,57,105,37,145,38,85,34,227
11/15/2015,90,72,220,53,68,302,109,70,138,45,200,57,118,61,275
11/16/2015,51,43,140,34,48,204,86,54,89,34,152,39,70,39,167
11/17/2015,50,35,87,53,40,189,70,48,76,32,191,36,62,31,116
11/18/2015,56,42,77,34,42,178,76,34,86,33,133,44,59,26,121
11/19/2015,46,35,74,30,31,162,59,34,65,29,102,30,54,26,108
11/20/2015,55,44,73,43,31,175,77,35,70,33,116,33,59,28,125
11/21/2015,75,62,101,38,44,231,96,55,105,36,142,48,92,30,192
11/22/2015,92,68,215,52,63,284,115,75,137,38,155,66,99,47,257
11/23/2015,52,46,93,43,39,199,85,42,90,31,112,45,68,36,130
11/24/2015,49,39,80,33,33,175,75,35,74,33,72,40,62,38,114
11/25/2015,55,39,61,32,35,172,59,35,66,35,74,31,55,33,109
11/26/2015,41,31,75,27,25,151,68,28,57,26,96,36,51,22,86
11/27/2015,49,38,73,29,24,155,65,27,64,32,88,35,60,25,129
11/28/2015,74,62,115,41,36,240,96,54,107,37,125,45,82,35,186
11/29/2015,85,79,192,53,60,305,111,76,141,40,178,56,118,51,256
11/30/2015,61,49,122,32,35,445,88,56,100,39,139,41,77,40,146
12/1/2015,67,63,127,38,43,264,137,70,129,45,143,49,81,37,175
12/2/2015,61,61,89,35,36,268,95,62,129,46,134,51,64,33,183
12/3/2015,46,44,74,27,27,213,115,44,90,37,105,34,67,30,130
12/4/2015,50,49,64,33,24,192,78,41,80,40,93,35,69,37,138
12/5/2015,73,76,100,48,47,291,114,76,132,45,157,45,86,33,212
12/6/2015,91,89,178,47,60,325,119,87,169,44,187,70,132,49,280
12/7/2015,59,59,117,40,43,233,93,51,102,49,148,47,73,38,169
12/8/2015,49,43,91,32,29,195,77,41,94,35,121,40,69,34,149
12/9/2015,52,46,70,27,30,214,67,47,84,36,115,40,58,28,113
12/10/2015,41,40,111,32,32,171,75,32,74,32,98,32,58,25,127
12/11/2015,49,39,68,26,19,178,78,33,68,36,104,34,61,33,135
12/12/2015,66,66,103,38,33,246,95,65,108,41,118,37,76,37,204
12/13/2015,79,73,174,44,50,287,161,72,126,39,177,61,107,49,252
12/14/2015,48,45,97,46,29,210,147,46,80,35,147,36,68,35,132
12/15/2015,69,49,85,29,33,227,97,41,83,41,117,36,65,34,128
12/16/2015,55,55,88,31,33,245,89,49,84,42,110,34,69,32,127
12/17/2015,44,54,78,24,26,252,110,38,76,35,104,28,65,30,132
12/18/2015,49,60,52,27,28,238,326,38,74,37,92,33,62,32,125
12/19/2015,77,85,96,34,33,295,120,60,137,45,133,38,81,22,187
12/20/2015,85,95,172,39,46,333,123,82,158,50,142,53,120,42,235
12/21/2015,70,79,90,32,31,345,126,52,110,47,116,39,86,36,155
12/22/2015,63,80,84,32,29,296,112,46,103,45,92,40,76,22,131
12/23/2015,87,87,45,29,29,366,132,52,107,47,100,31,97,30,155
12/24/2015,84,73,45,27,19,264,129,47,114,34,94,22,140,18,149
12/26/2015,62,59,65,33,24,270,120,74,132,45,102,35,81,31,212
12/27/2015,58,57,87,32,26,216,95,75,132,39,109,31,81,28,200
12/28/2015,48,59,72,25,24,200,80,53,109,34,81,31,74,26,147
12/29/2015,60,54,81,31,23,190,78,54,106,42,104,25,81,18,164
12/30/2015,81,65,50,33,25,236,95,53,116,51,77,38,91,35,166
12/31/2015,73,52,68,31,17,203,79,42,99,35,90,31,129,22,153
1/2/2016,77,77,135,47,40,271,100,95,161,43,139,48,114,47,270
1/3/2016,93,82,234,55,62,279,88,110,186,45,200,68,137,61,328
1/4/2016,74,64,158,37,45,250,85,78,127,55,147,53,99,48,225
1/5/2016,64,54,120,35,38,223,71,63,112,40,119,43,97,37,200
1/6/2016,56,49,109,35,31,199,56,50,105,36,126,36,80,36,148
1/7/2016,45,36,90,30,27,162,56,49,82,32,82,40,64,35,160
1/8/2016,51,42,82,34,26,166,58,43,76,39,127,29,62,22,150
1/9/2016,71,63,151,47,45,225,82,85,124,42,115,46,101,37,291
1/10/2016,82,76,219,64,53,251,83,88,138,37,159,62,119,53,317
1/11/2016,54,42,130,42,35,157,75,53,84,34,139,40,75,30,189
1/12/2016,45,36,104,40,28,150,55,44,78,33,125,39,72,31,153
1/13/2016,48,37,80,31,32,149,50,35,70,33,98,25,63,24,153
1/14/2016,42,32,71,30,23,130,43,32,60,25,97,22,58,23,152
1/15/2016,54,40,77,31,27,144,56,39,76,35,106,31,73,26,154
1/16/2016,78,61,133,46,40,223,90,79,121,42,126,39,98,38,248
1/17/2016,90,67,292,54,51,242,93,76,134,44,179,61,127,49,302
1/18/2016,59,42,166,55,32,188,62,51,87,36,139,40,68,33,170
1/19/2016,51,38,142,31,27,149,48,43,72,30,140,42,65,35,182
1/20/2016,63,43,149,34,30,173,54,45,84,34,141,35,67,32,151
1/21/2016,38,36,120,30,21,135,53,30,90,25,110,32,62,29,119
1/22/2016,52,40,92,29,21,153,50,37,83,32,112,27,69,24,135
1/23/2016,69,61,145,52,43,212,77,65,131,37,150,45,97,32,207
1/24/2016,72,65,290,46,46,222,72,67,141,37,196,60,119,45,234
1/25/2016,51,37,164,34,28,160,55,37,102,31,128,39,82,31,128
1/26/2016,44,38,144,25,28,150,56,36,94,40,147,36,64,28,118
1/27/2016,49,39,123,31,24,152,55,38,87,31,125,28,57,22,125
1/28/2016,40,30,137,25,19,130,39,34,82,30,137,28,52,19,99
1/29/2016,47,36,94,28,34,154,59,41,84,32,127,32,67,20,124
1/30/2016,74,67,140,49,42,246,93,71,146,45,178,48,98,41,217
1/31/2016,81,85,207,57,50,271,90,90,163,49,223,66,130,46,244
2/1/2016,62,63,120,50,42,243,91,71,138,47,160,49,106,44,183
2/2/2016,49,55,131,33,36,217,86,60,133,42,140,37,73,31,162
2/3/2016,57,52,112,57,30,207,74,52,99,41,178,42,65,34,147
2/4/2016,36,42,84,37,25,190,74,45,89,42,133,40,64,24,113
2/5/2016,52,46,102,38,27,198,69,49,100,41,137,38,75,27,145
2/6/2016,63,66,112,48,37,241,89,69,128,54,202,44,92,33,226
2/7/2016,48,40,90,40,23,155,74,51,90,34,173,33,69,24,164
