Default,Gender,AvgBal,Income
No,M,551,19106
No,F,270,13158
No,M,652,35266
No,M,718,50766
No,M,1009,31236
No,F,1511,13391
No,M,1393,38372
No,M,587,45520
No,M,793,45873
No,M,286,43264
No,F,550,20323
No,F,716,16785
No,M,384,39946
No,M,252,38432
No,M,1164,40167
No,M,1080,38399
No,M,906,47102
No,M,458,26567
No,M,1216,42762
No,M,217,45083
No,F,1077,12503
No,F,58,23639
No,M,1615,55220
No,F,1119,22811
No,M,672,17621
No,M,634,38673
No,F,832,16164
No,F,373,22019
No,M,776,58482
No,F,1031,12195
No,M,911,43796
No,M,1011,42163
No,M,1090,48281
No,M,1009,53802
No,M,0,49010
No,F,1824,20074
No,M,730,44412
No,M,991,30942
No,M,1357,35031
No,M,577,41699
No,M,1335,43386
No,M,1488,47624
No,M,779,48552
No,M,444,37599
No,M,1023,34632
No,F,153,17840
No,M,662,47169
No,M,313,34919
No,M,645,30102
No,M,0,55158
No,M,780,22975
No,F,569,19756
No,M,1288,38507
No,M,1178,32295
No,M,795,25705
No,M,877,24903
No,M,824,36702
No,M,1019,52090
No,M,943,38909
No,M,7,40145
No,M,0,37796
No,F,1420,22791
No,F,1255,18190
No,M,0,41663
No,M,1140,33605
No,F,748,19869
No,M,1599,48717
No,M,1226,21426
No,M,930,50612
No,M,807,43854
No,M,345,56966
No,M,982,42907
No,F,1068,14486
No,M,743,39018
No,M,1060,30948
No,M,524,33767
No,M,698,29799
Yes,F,1501,15802
No,F,1683,14379
No,F,1264,6467
No,M,1352,34248
No,M,377,50671
No,M,630,37255
No,F,709,11355
No,M,541,42332
No,M,421,42721
No,M,501,47911
No,M,0,45335
No,M,1089,43360
No,M,604,56468
Yes,M,1166,50342
No,M,1458,43155
No,M,390,27108
No,M,584,35517
No,M,901,13498
No,F,1380,14142
No,M,1146,39902
No,M,1058,43327
No,M,474,35981
No,F,969,22425
No,F,1617,12558
No,M,1185,33299
No,M,473,41257
No,M,1258,30964
No,M,641,37307
No,M,106,42443
No,M,672,25947
No,M,569,45187
No,F,368,26670
No,M,1547,57267
No,M,230,28930
No,M,815,34200
No,F,164,17996
No,F,1786,15292
No,M,661,27874
No,F,980,13522
No,F,778,23806
No,F,191,21745
No,M,524,45284
No,M,176,40044
No,M,978,38368
No,M,838,44261
No,F,1436,27658
No,M,638,53813
No,M,714,48631
No,M,738,36086
No,M,508,58028
No,F,1034,15818
No,F,20,20514
No,M,435,48898
No,M,0,65944
No,M,630,53069
No,F,523,26900
No,F,295,11681
No,F,469,14647
No,M,838,40903
No,M,1408,52746
No,F,1417,16054
No,M,364,38110
No,F,128,17077
Yes,F,1894,28322
No,F,1625,10624
No,M,646,46406
No,M,684,38185
No,M,1168,46905
No,M,766,51614
No,F,738,14063
No,M,526,45531
No,M,631,38878
No,M,0,27167
No,M,914,53809
No,M,579,60499
No,M,1504,43888
No,F,555,11581
Yes,F,1289,13625
No,M,546,35715
No,M,1112,33469
No,M,565,35821
No,M,592,38880
No,F,908,22084
Yes,F,2169,18195
No,F,1108,15337
No,M,0,47628
No,M,958,35331
No,M,448,29537
No,M,1188,40705
No,F,1224,19520
No,F,960,18414
No,M,735,35010
No,M,0,38663
No,M,1423,48914
No,M,217,26975
No,M,672,36705
No,M,831,45959
No,M,653,58750
No,M,534,64930
No,F,1627,17722
No,M,1382,30396
No,M,0,27889
No,M,1166,38110
No,M,1190,34198
No,M,435,39505
No,F,1382,17166
No,M,1266,27234
No,M,1304,40010
No,F,240,21142
No,F,326,21109
No,M,563,41935
No,M,531,28836
No,F,595,17875
No,M,746,60181
No,F,1219,29900
No,M,266,37622
Yes,M,1900,46076
No,F,718,13729
No,M,507,56075
No,F,1423,14045
No,M,1254,37646
No,M,1302,38919
Yes,F,2415,17430
No,F,1367,11293
No,M,449,31625
No,M,506,31971
No,M,1150,54983
No,M,981,30385
No,F,612,16271
No,F,1122,20351
No,M,60,36000
No,F,1353,26208
No,M,1232,50732
No,M,924,28804
No,M,518,65502
No,F,1796,12548
No,M,984,26050
No,F,990,18998
No,M,1530,52682
No,M,273,44250
No,F,636,19468
Yes,M,1751,38382
No,M,722,46270
No,M,511,25768
No,M,564,41354
No,M,1111,47221
No,M,403,48874
No,M,430,29246
No,M,278,33188
Yes,M,2228,27438
No,M,1202,30099
No,M,491,44686
No,F,793,8700
No,M,871,37180
No,F,1149,11337
No,M,494,49736
No,F,874,10845
No,M,1098,23224
No,M,976,29998
No,M,1374,43124
No,F,1283,22360
No,M,637,45649
No,M,1823,24745
No,M,606,34515
No,M,0,40341
No,M,492,37129
No,M,248,37869
No,M,1037,37151
No,M,1131,35235
No,F,1049,10392
No,M,1252,50174
Yes,M,1579,61220
No,F,0,20072
No,M,1532,33595
No,M,935,30910
No,F,1056,16874
No,F,1061,21431
No,M,254,41472
No,M,323,36119
No,M,1051,31750
No,F,926,14258
No,F,831,13703
No,M,281,56567
No,F,1092,20465
No,M,702,49709
No,M,663,32756
No,M,225,25387
No,M,1109,60726
No,M,0,42869
No,M,353,36752
No,F,1390,21735
No,M,600,32471
No,M,515,45764
No,F,485,15884
No,M,279,49231
No,M,661,35806
No,M,1110,27501
No,M,1306,29376
Yes,F,1966,17736
No,M,589,33224
No,M,0,43513
No,M,1290,35165
No,M,1054,50795
No,M,0,41040
No,M,898,37900
No,F,674,13345
No,M,636,49488
No,M,412,48347
Yes,M,1898,61011
No,M,1606,27382
No,F,0,20157
No,M,0,62747
No,M,486,53052
No,M,1738,38822
No,M,0,24818
No,M,356,34731
No,M,0,46590
No,F,1926,20442
No,M,819,55717
No,F,589,24016
No,M,976,28804
No,M,127,40728
No,M,713,48176
No,M,738,48995
No,F,687,14059
No,M,445,41958
No,M,1061,32839
No,M,1425,37189
No,F,638,21283
No,F,1101,20937
No,M,888,41489
No,M,951,20616
No,F,1152,15852
No,M,883,27126
No,M,1127,47378
No,M,743,34353
No,F,1532,19462
No,F,267,28453
No,F,310,16480
No,M,1702,46589
No,M,650,39655
No,M,648,45392
No,M,995,24783
No,M,330,45757
No,M,1359,20701
Yes,M,1167,30368
No,M,672,26143
No,F,484,12045
No,M,1405,47712
No,M,617,54490
No,F,965,21437
No,M,467,24719
No,M,619,25928
No,M,1311,28978
No,M,124,28312
No,M,786,45305
No,M,748,46982
Yes,F,2124,12651
No,F,326,16989
No,F,475,14987
No,M,60,24889
No,M,1611,47894
No,M,546,27237
No,M,0,62975
No,M,1249,52232
No,F,588,18448
Yes,M,1303,43680
No,F,908,27417
No,F,1252,13861
No,M,277,37177
No,M,624,57484
No,M,943,41765
No,F,1815,18919
No,F,927,20499
Yes,F,2008,18601
No,M,1028,31298
No,M,408,51132
No,M,1355,42631
No,F,377,16042
No,M,856,69124
No,M,1111,43992
No,M,438,27856
No,M,1014,60575
Yes,M,1923,56203
No,M,1067,49630
No,M,466,33999
No,M,899,36362
No,M,593,34356
No,M,164,42695
No,M,0,49472
No,F,1335,17044
No,F,1550,11928
No,M,1441,33853
No,M,1158,39080
No,M,899,36335
No,M,331,44752
No,M,439,42132
No,M,490,27043
No,M,653,37144
No,M,207,49221
No,F,932,14950
No,M,1098,42332
No,F,1960,19678
No,F,1707,20805
No,M,1256,55971
No,M,538,54481
No,M,349,38844
No,M,168,20151
No,M,1612,42281
No,M,551,48008
No,F,1521,16831
No,M,827,61365
No,M,770,38010
No,F,1109,10973
No,M,559,53542
No,F,390,9050
No,M,1567,42259
No,M,170,62708
No,M,529,46222
No,M,0,42578
No,F,1000,14071
No,M,539,34834
No,M,435,35169
No,M,111,64526
No,M,154,49405
No,F,857,19057
No,F,934,20747
No,M,783,36515
No,F,1271,17451
No,M,911,33661
No,M,749,40612
No,M,669,42029
No,F,1062,18590
No,M,766,45155
No,F,1396,15837
No,M,265,34041
Yes,M,2081,34494
No,M,325,47103
No,F,1135,24005
Yes,M,1732,56229
No,F,1133,16749
No,M,783,37497
No,F,746,12897
No,M,1444,51155
No,F,1341,19319
Yes,M,1904,41174
No,M,318,42209
No,M,901,43243
No,M,528,39951
No,F,916,16889
No,M,1144,42695
Yes,M,1489,22257
No,M,1024,27105
No,M,620,29217
No,M,1007,34893
No,M,0,37455
No,M,1342,51443
No,F,1478,22565
No,M,149,52310
No,M,280,52008
No,M,870,49313
No,M,1493,56364
No,M,1128,43345
No,M,925,38677
No,M,312,43380
No,M,697,28610
No,F,296,25452
No,M,465,17862
No,F,750,17292
No,M,890,52943
No,M,0,40021
No,F,341,12352
No,M,724,43400
No,M,980,40374
No,M,33,30510
No,M,1204,40969
No,M,736,23225
No,F,885,27209
No,M,826,48217
No,F,1735,14165
No,F,670,16513
No,M,875,36709
No,F,0,19096
No,M,827,43833
No,M,1509,31739
No,M,0,42515
No,F,915,7526
No,M,303,51030
No,F,275,13448
No,M,590,42335
No,M,1120,45153
No,F,1417,11105
No,M,1270,44185
No,M,848,35187
No,M,561,43255
No,M,620,45463
No,M,1198,18449
Yes,M,1586,52275
No,M,478,28263
No,M,1145,41371
No,M,779,58860
No,F,1675,13704
No,M,681,56759
No,F,1114,17594
No,M,339,38097
No,M,909,55612
No,M,481,11193
No,F,875,17378
No,M,0,40574
No,M,1354,52049
No,M,1074,28846
No,F,1402,13276
No,M,759,24473
No,M,4,38326
No,M,195,38794
No,F,598,16527
No,F,1068,18642
No,M,379,43096
No,F,584,15180
No,M,466,30793
No,M,1144,33625
No,F,1025,29019
No,M,204,63638
No,F,440,17824
No,M,0,37482
No,M,721,42754
No,M,1386,44983
No,M,1128,64619
No,M,808,36076
No,F,280,25307
No,M,379,15738
No,F,886,21211
No,M,0,29428
No,F,1007,19066
No,M,491,37999
No,F,141,11314
No,M,762,46422
No,M,1788,33313
No,M,965,33908
No,M,932,52704
No,M,10,37673
No,F,1972,22040
No,F,1172,17642
No,M,784,44927
No,M,503,20476
No,F,295,17324
Yes,F,1475,20210
No,M,950,38990
No,F,1084,17523
No,F,1335,18065
Yes,M,1332,53517
No,M,315,43441
No,F,683,12368
No,F,1087,17061
No,M,444,46611
No,M,427,34191
No,M,533,55847
No,F,1378,20120
No,M,470,29309
No,F,470,10062
No,M,98,25309
No,M,400,30160
No,M,1266,20817
No,F,700,15905
No,M,1267,47991
No,M,116,30765
No,F,1024,15738
No,M,824,24533
No,F,1329,13389
No,M,1032,46542
No,F,1094,14791
No,M,588,39619
No,M,1379,48255
No,F,444,23692
No,F,598,21297
No,M,738,35134
No,M,563,47142
No,F,1519,23878
No,M,1611,30099
No,F,542,14295
No,M,586,31467
No,F,649,24457
No,F,913,17140
No,M,1651,43478
No,M,759,37486
No,M,1956,45508
No,M,447,27627
No,M,875,39808
No,F,1125,28937
No,M,0,51758
No,M,185,44021
No,M,1134,39860
No,F,1149,19717
No,M,1040,35640
No,M,754,21508
No,M,818,34904
No,F,1229,17461
No,F,16,24291
No,M,764,64968
No,F,1667,15615
No,M,637,48943
No,M,911,31265
No,M,125,50060
No,F,548,15309
No,M,795,34170
No,M,649,37015
No,M,0,24566
No,M,292,41036
No,M,1286,31068
No,M,846,44481
No,F,1660,26839
No,M,611,36145
No,F,1137,16177
No,F,1116,11497
No,M,302,28805
No,M,1074,35055
No,M,511,32152
No,M,974,43862
No,M,46,42534
No,M,1732,58076
No,M,1429,31388
No,M,504,62115
Yes,F,2179,15303
No,M,19,24699
No,M,1047,46008
No,F,1050,11138
No,M,1373,35468
No,M,958,28146
No,M,827,47359
No,M,1005,42128
No,M,1133,25402
No,M,619,45155
No,M,1074,47935
No,M,1109,39677
No,M,584,42590
No,M,836,23161
No,M,699,29580
No,M,930,40442
No,M,917,41432
No,M,1324,10892
No,F,1219,11362
No,M,265,45828
No,F,1255,19886
No,M,1524,18879
No,M,326,30156
No,M,1821,54052
No,F,1357,25733
No,M,1187,53319
No,F,926,20953
No,M,1452,27854
No,M,32,38789
No,M,685,36015
No,M,1072,54792
No,M,874,50078
No,M,926,38094
No,M,1236,53171
No,F,1156,24841
Yes,M,1360,28992
No,M,235,40394
No,M,855,26672
No,F,1406,19702
No,F,1161,13913
No,M,329,20709
No,M,1541,32508
No,M,1457,59362
No,M,0,46307
No,M,83,45443
No,M,96,31437
No,M,675,47654
No,M,918,44467
No,F,760,14218
No,M,379,14793
Yes,F,2004,18861
No,M,1470,43437
No,M,200,36926
No,M,843,39512
No,M,677,34401
No,M,46,42026
No,M,543,48898
No,M,90,30004
No,M,908,37320
No,M,0,27889
No,F,1327,20790
No,F,994,12531
No,F,1084,20881
No,M,1198,30377
No,M,1378,43412
No,M,183,32359
No,M,530,35102
No,F,1632,15764
No,F,1119,20620
No,M,787,45773
No,F,970,21413
No,M,1257,38083
No,M,1015,31026
No,F,1198,17452
No,F,847,16926
No,M,598,52896
No,F,983,17002
No,M,1296,45226
No,M,412,30207
Yes,M,1505,26183
No,F,367,16296
No,M,0,41524
No,F,895,19336
No,M,76,42075
No,M,643,34894
No,F,1777,14568
No,M,370,44507
No,M,653,52277
No,M,794,48908
No,M,917,19004
No,M,510,38614
No,M,948,42094
No,F,861,19515
No,M,302,35232
No,M,892,35063
No,M,1378,38365
No,F,1223,15175
No,M,379,39492
No,M,0,34563
No,F,1104,28553
No,F,704,21140
No,F,1402,21567
No,F,68,10996
No,M,410,30628
No,F,656,19915
No,F,655,14504
No,M,1256,43929
No,M,1218,33443
No,M,692,35563
No,F,548,19501
No,M,438,31537
No,M,1068,70701
No,M,521,31982
No,F,1349,25806
No,M,675,41798
No,M,516,25892
No,F,1470,19647
No,M,859,43102
No,M,1114,59200
No,M,773,51788
No,F,804,16554
No,M,376,43940
No,M,830,36164
No,M,300,34920
No,F,149,15646
No,M,705,47752
No,M,468,43309
No,M,382,38348
No,M,450,46173
No,M,380,39064
No,F,152,18659
No,M,1535,35282
No,M,1597,34656
No,M,778,52546
No,M,108,42200
No,F,962,13389
No,F,235,13361
No,M,935,57139
No,M,0,55070
No,M,10,37590
No,F,2370,24252
No,M,1447,37323
No,M,829,25162
No,M,1474,47041
No,M,914,50351
No,M,1029,34258
No,M,564,54148
No,F,748,19330
No,F,812,13829
No,F,797,23438
No,M,702,53152
No,M,1195,42107
Yes,M,1673,66466
No,M,890,20806
No,F,580,18556
No,M,1143,28901
Yes,F,1238,14863
No,M,741,48683
No,F,1470,18621
No,M,508,45839
No,F,452,19923
No,M,432,30115
No,M,389,36933
No,F,647,18906
No,M,1069,42361
No,M,518,45495
No,M,996,23721
No,M,995,47287
No,M,0,44388
No,M,481,36192
No,M,414,42454
No,M,730,47074
No,M,11,43520
No,F,1508,14632
No,F,1129,13580
No,M,1160,46790
No,M,818,40659
No,F,901,16745
No,F,1778,17061
No,M,1037,34913
No,M,199,49293
No,F,1296,23191
No,F,468,6366
No,M,688,27081
No,M,202,37189
No,M,621,37249
No,M,963,30101
No,M,1107,51880
No,M,1391,30427
No,M,199,58599
No,M,91,37914
No,M,461,49243
No,M,1182,34785
No,M,748,43216
No,F,1728,11608
No,M,831,39080
No,M,656,40258
No,F,787,22435
No,F,761,20070
No,M,0,26275
No,M,523,53116
No,M,482,35818
No,M,0,32558
No,F,1415,17955
No,F,1103,22411
No,M,949,38248
No,F,726,9020
No,M,1727,40791
No,M,892,43926
No,M,667,66538
No,F,1060,15661
No,F,831,18260
No,M,319,44411
No,M,1147,44872
No,M,665,47879
No,M,1067,35568
No,F,375,19807
No,M,549,43689
No,F,944,17731
No,M,111,42292
No,M,505,59560
No,M,798,32922
Yes,M,2008,35145
No,M,966,29219
No,M,1768,30762
No,M,435,32198
No,F,686,15892
No,F,745,12878
No,M,162,43676
No,M,0,39270
No,M,1389,38373
No,M,802,45053
No,F,336,16123
No,M,1032,39260
No,M,893,43816
No,M,1007,45124
No,M,787,38024
No,F,1815,24177
No,M,116,50109
No,M,840,47348
No,F,825,15159
No,M,239,25485
No,M,934,52319
No,M,459,37631
No,F,870,15956
No,M,232,11151
No,M,151,32106
No,M,1215,55231
No,M,1435,33729
No,M,338,47340
No,F,1057,20304
No,M,194,28743
No,M,299,50230
No,F,938,21912
No,M,1297,47095
No,M,690,56959
No,M,1014,34167
No,M,1214,48797
No,M,0,40541
No,F,1400,11010
No,M,591,50247
No,M,1439,35532
No,M,438,48859
No,M,783,37428
No,M,1865,48678
No,M,208,46841
No,M,621,32169
No,M,994,52690
No,M,675,42464
No,M,538,46953
No,M,690,29924
No,F,1369,18144
No,M,654,37707
No,M,798,29934
No,M,763,48170
No,M,1664,52975
No,M,988,49804
No,M,1420,40295
No,F,1196,19666
No,M,618,16944
No,M,1028,32250
No,M,524,39168
No,M,517,39544
No,F,765,5083
No,M,207,53059
No,M,848,43024
No,M,0,44226
No,M,632,37936
No,M,1015,51439
No,M,157,41415
No,M,525,43738
No,M,963,28661
No,M,594,24069
Yes,F,2322,21331
No,F,1129,17232
No,F,2119,18792
No,M,291,13240
No,M,1244,33880
No,M,1178,49062
No,M,0,62689
No,F,493,10154
No,M,0,45104
No,M,530,39311
No,M,0,25604
No,M,1028,51228
No,F,488,33003
No,M,4,46970
No,M,1636,35815
No,M,108,33764
No,F,129,20571
No,M,957,38286
No,F,823,17254
No,M,459,33164
No,F,868,18949
No,F,118,18753
No,M,475,42059
No,F,1181,19139
No,M,316,47329
No,F,552,22555
Yes,M,1342,35692
No,M,407,45376
No,M,1625,47575
No,F,548,21673
No,M,909,42205
No,F,970,17940
No,F,966,11777
No,M,629,37617
No,F,883,8834
No,M,825,34278
No,M,763,41618
No,M,1246,49480
No,M,61,41548
No,M,1378,34684
No,M,1215,43793
No,M,495,13980
No,M,840,39158
No,M,982,29157
No,F,928,4143
No,M,434,30582
No,M,1213,17727
No,M,316,26518
No,F,974,21590
No,M,0,50805
No,M,714,37230
No,M,997,22062
No,M,1326,34946
No,F,1135,24314
No,F,0,18426
No,M,44,48544
No,M,666,50105
No,M,0,28659
Yes,F,2334,19336
No,M,304,28525
No,M,634,35131
No,F,854,18751
No,M,747,43899
No,F,1120,19170
No,M,1290,36899
No,M,1349,33488
Yes,M,1633,44327
No,M,694,32595
No,M,468,43436
No,M,618,27869
No,F,1218,20977
No,M,872,36005
No,M,0,55761
No,M,895,37904
No,F,362,21686
No,F,937,18412
No,M,0,44526
No,M,340,31093
No,M,424,32640
No,F,1529,17358
No,M,894,47682
No,M,761,40854
No,M,883,37961
No,F,1323,15304
No,M,2037,31384
No,M,751,54993
No,M,579,25523
No,M,829,58070
No,M,1160,51895
No,M,1198,44048
No,M,418,48036
No,M,778,43911
No,M,626,29644
No,M,1383,36232
No,M,986,25342
No,M,938,24933
No,M,0,34545
No,M,132,51107
No,F,1096,15536
No,M,499,44774
No,M,1236,37885
No,M,637,27828
Yes,M,2147,58271
No,M,516,42446
No,F,113,21068
No,M,352,40716
No,M,918,26798
No,F,1379,14330
No,F,483,21369
No,M,813,49478
No,F,1330,13765
No,M,1374,56878
No,F,1412,16677
No,M,314,37721
Yes,F,1804,29101
No,M,965,40815
No,M,1139,42759
No,F,1009,21905
No,M,615,25865
No,M,674,41891
No,F,1289,24918
No,F,2388,7832
No,M,0,52586
No,F,1119,20011
No,M,1353,35743
No,F,886,17534
No,F,1469,25039
No,M,727,46329
No,M,593,36996
No,F,1168,13581
No,M,542,56100
No,M,1055,29967
No,M,400,43244
No,F,553,14321
No,M,1190,50839
No,M,698,38136
No,M,432,46941
No,M,851,53434
No,M,1458,37454
No,F,992,13958
No,M,388,40064
No,M,794,43336
No,M,412,37088
No,F,1163,27309
No,F,880,20177
No,M,752,48764
No,M,40,33278
No,F,1243,18331
No,F,1672,20075
No,M,1097,40021
No,M,919,28328
No,M,1185,39927
No,M,997,44749
No,F,741,15500
No,F,1234,12268
No,M,0,39164
No,F,985,30296
No,M,1023,40866
No,M,423,46001
No,F,1007,17218
No,M,893,49960
No,M,1008,39611
No,M,692,45429
No,M,410,36502
No,F,1215,15994
No,M,599,49813
No,M,355,50161
No,M,870,33540
No,M,1786,54207
No,F,1222,12603
No,M,0,53273
No,M,1621,38591
No,M,1121,39396
No,M,737,55188
No,M,1740,51623
No,M,1479,41986
No,M,904,35296
No,M,740,48283
No,M,229,36783
No,M,1314,39989
No,M,904,27396
No,M,668,42079
No,M,540,33856
No,M,1877,43442
No,M,740,30853
No,F,409,18472
No,F,482,30588
No,M,1098,43066
No,M,1581,36514
No,F,920,16088
No,M,425,37351
No,F,0,20566
No,F,928,16969
No,M,617,38107
Yes,M,1673,49310
No,M,1023,19354
No,M,1460,44335
No,M,1236,35140
No,M,622,43472
No,M,281,50404
No,M,327,45563
No,M,903,52528
No,F,673,13796
No,F,711,17626
No,M,901,48855
Yes,F,2216,20912
No,M,1211,40183
No,M,829,33424
No,F,533,14707
No,F,769,22138
No,M,747,40355
No,F,731,7300
No,F,1308,17354
No,M,481,33501
No,F,1410,21570
No,M,525,40663
No,F,1122,13929
No,M,1106,42110
Yes,M,1320,36549
No,F,824,19042
No,M,173,47061
No,F,1497,10576
Yes,F,1820,19393
No,M,389,20200
Yes,F,2047,13679
No,M,910,44879
No,M,686,33190
No,M,0,42035
No,F,1676,25688
No,M,972,33543
No,M,888,59416
No,M,1313,64403
No,M,1809,30021
No,M,1171,49833
No,M,439,44620
No,M,103,45799
No,M,1474,32860
No,M,781,37023
No,M,1144,28019
No,M,1149,37392
No,M,667,31150
No,M,1014,50269
No,F,1418,12789
No,F,1345,23169
No,F,1493,14296
No,M,828,36242
No,F,209,17966
No,M,567,39841
No,M,687,32359
No,F,1926,12283
No,M,814,36614
No,M,1570,43025
No,F,0,13226
No,M,0,23617
No,F,1829,20226
No,M,778,50870
Yes,M,1645,61475
No,M,295,36539
No,M,781,22328
No,M,674,39509
No,M,343,58412
No,F,1302,16292
No,M,226,54124
No,F,1457,14530
No,M,955,52224
No,M,777,47369
No,M,0,41194
No,M,527,49280
No,M,30,36973
No,M,125,16157
No,F,1096,16128
No,M,0,47896
No,M,974,48095
No,M,1288,42226
No,M,269,33847
No,M,1106,35451
No,M,361,37582
No,M,933,24114
No,M,1184,38410
No,F,1851,20409
No,F,1518,12959
No,M,970,41302
No,M,684,41005
No,M,915,23683
No,M,0,39858
No,M,607,32497
No,M,690,37696
No,M,562,38895
No,M,304,43791
Yes,M,1823,14664
No,F,1698,11765
No,F,1355,11071
No,F,1010,18002
No,M,888,29642
No,M,309,39121
No,M,1512,35653
No,M,0,45701
No,M,1275,55207
No,F,1795,7112
No,M,849,44380
No,M,589,58764
No,M,551,24975
No,F,1084,13680
No,M,723,35938
Yes,M,699,31755
No,M,911,40223
No,F,1581,17331
No,M,949,39672
No,M,199,21753
No,F,1759,11556
No,M,781,29691
No,F,1771,18837
Yes,F,2183,20781
No,M,696,35921
No,M,564,47840
No,M,1041,41486
No,M,294,38894
No,F,1489,17934
No,M,237,44615
No,M,1267,34652
No,M,1060,33568
No,F,704,13472
No,M,0,47847
No,M,0,30144
No,M,500,42053
No,M,729,33662
No,M,1238,37545
No,M,777,37685
No,M,202,28814
No,M,625,52075
No,M,1089,28232
No,M,993,45540
No,M,353,41549
No,M,417,69387
No,M,938,31664
No,F,15,13430
No,M,1129,42566
No,F,1925,8098
No,M,211,50506
No,M,24,42815
No,M,891,43536
No,M,707,18676
No,F,1018,18239
No,M,1404,28764
No,M,817,55893
No,F,909,20332
No,M,1216,47562
No,M,177,43150
No,M,402,51338
No,M,1214,45778
No,F,1836,17807
No,M,67,43190
No,M,1343,30961
No,M,1309,34470
No,F,463,21249
Yes,M,1672,50327
No,M,358,45517
No,M,705,38298
No,F,454,9770
No,F,1799,20216
No,M,748,21153
No,M,650,46497
No,F,341,21279
No,M,1476,50702
No,M,1134,41748
No,F,852,20949
No,F,931,22920
No,M,1027,47046
No,M,1494,48134
Yes,M,1397,40371
No,M,44,50766
No,M,938,33342
No,M,777,36704
No,F,1590,15262
No,F,1248,16411
No,M,0,37727
Yes,F,2292,20837
No,M,677,33014
No,M,136,59370
No,M,631,52492
No,M,316,38939
No,F,565,15411
No,M,663,25729
No,M,72,35375
No,M,491,37836
No,M,1332,38903
No,M,755,37027
No,M,684,45400
No,F,407,25377
No,M,0,39250
No,M,130,44560
No,M,1224,46812
No,M,1525,52676
No,M,619,17122
No,M,354,43145
No,M,423,58345
No,M,26,28164
No,M,698,48470
No,M,462,44546
No,M,600,36584
No,M,1251,43191
No,M,1432,31251
No,F,976,12103
No,F,446,10630
No,M,694,47706
No,F,320,14704
No,M,1102,38872
No,M,0,31741
No,M,166,28440
No,M,1259,40859
No,M,1373,30219
No,M,1464,43700
No,F,1594,14135
No,M,0,33313
No,M,1596,55712
No,M,901,55065
No,M,790,39022
No,M,1203,43809
No,F,1399,22736
No,M,1126,49359
No,M,236,39260
No,M,218,27167
No,M,414,49424
No,M,469,25680
No,M,924,27818
No,M,183,31624
No,M,478,30338
No,M,919,53331
No,F,874,29871
No,M,749,48036
No,M,147,48281
No,M,1267,41931
No,F,884,14889
No,F,1354,17432
No,F,1778,24821
No,M,695,48899
No,M,0,41435
No,M,378,49731
No,M,976,39453
No,F,919,14937
No,M,1314,31146
No,M,1302,15468
No,M,1247,41930
No,M,198,37086
No,M,396,27751
No,F,638,17922
No,M,677,52081
No,M,682,29980
No,M,1115,45833
No,M,558,12741
No,M,531,35314
No,F,1081,23761
No,M,151,31217
Yes,F,1666,21024
No,M,1086,52761
No,M,0,40258
No,M,1254,34305
No,M,100,24688
No,M,961,51179
No,F,1056,9045
No,M,89,24087
No,M,919,47761
No,M,995,44218
No,M,1774,42956
No,M,702,35336
No,M,1178,30169
No,M,1308,43611
No,M,1115,35045
No,F,816,16908
No,F,1011,6786
No,M,753,45523
No,F,729,18330
No,M,1095,53581
No,M,355,30441
No,M,1309,31777
No,M,0,39135
No,M,464,16670
No,M,571,46569
No,F,1045,29601
No,M,0,49959
No,M,642,29224
No,M,487,25118
No,M,1082,43256
No,F,1225,25717
No,M,953,29328
No,M,1323,52019
No,F,139,24734
No,M,857,32449
No,M,312,46116
No,M,0,28094
No,M,499,47736
No,F,466,14519
No,M,893,45380
No,F,456,17658
No,M,557,45041
No,F,0,17578
No,M,139,50249
No,M,241,36581
No,M,763,42481
No,F,1196,19907
No,M,131,54367
No,M,1253,32363
No,M,1496,44310
No,F,1072,19814
No,F,725,16643
No,F,194,20890
No,M,1442,45037
No,F,1678,8154
No,F,2128,22664
No,F,1393,15574
No,F,1438,23062
No,M,1258,38532
No,F,1329,15972
No,M,605,29770
No,M,601,45607
No,M,1165,29874
Yes,M,2054,37367
No,M,702,43341
No,M,673,27894
No,F,1263,16935
No,M,358,30217
No,F,1053,24418
No,M,1235,50293
No,M,1154,37553
No,M,1375,35811
No,M,249,51051
No,M,874,39665
No,M,768,23991
No,F,1236,16390
No,F,641,23266
No,F,826,14539
No,M,931,42225
No,M,650,32561
No,M,0,46543
No,M,683,57554
No,M,1207,50011
No,F,840,18104
No,M,895,39028
No,M,712,35468
No,M,1635,47670
No,M,741,46541
No,M,773,38647
No,M,1142,45173
No,M,894,42212
No,F,14,13847
No,M,537,21364
No,M,1093,19759
No,M,541,29807
No,M,1049,34088
No,M,464,37842
No,M,214,56033
No,F,998,13800
No,F,939,18454
Yes,M,1351,21541
No,F,936,5386
No,M,819,61603
No,F,1669,16831
No,M,396,33709
No,F,811,17975
No,F,62,20267
No,M,1133,23111
No,M,748,36454
Yes,F,1337,32761
No,M,1138,36134
No,F,1247,15383
No,F,876,17287
No,M,981,43651
No,M,239,30413
No,M,185,40875
No,F,479,19912
No,M,145,41196
No,M,340,36133
No,M,304,43837
No,M,536,47957
No,F,1220,12434
Yes,F,1926,17012
No,F,460,14782
No,M,825,46148
No,M,31,44971
No,M,536,51972
No,M,668,30803
No,M,694,42041
No,M,81,51044
No,M,1324,28692
No,F,1587,25819
No,M,775,39137
No,M,0,41864
No,F,820,10175
No,M,1416,31303
No,M,1005,34010
No,F,1419,20119
